2025-07-14 00:51:12 - INFO - Logging is set up.
2025-07-14 00:51:12 - INFO - 
======================================== New DDP Training Session Started ========================================
2025-07-14 00:51:12 - INFO - Using 2 GPUs for training.
2025-07-14 00:51:12 - INFO - Training configuration:
{
  "seed": 42,
  "epochs": 600,
  "batch_size": 2,
  "learning_rate": 0.0001,
  "log_path": "./result/VNet_Multi_V4/LA_16/Training.log",
  "pth_path": "./result/VNet_Multi_V4/LA_16/Pth",
  "tensorboard_path": "./result/VNet_Multi_V4/LA_16/Train",
  "continue_train": false,
  "dataset_path": "./datasets/LA",
  "num_classes": 2,
  "training_num": 16,
  "patch_size": [
    112,
    112,
    80
  ]
}
2025-07-14 00:51:12 - INFO - Ensured model and TensorBoard directories exist.
2025-07-14 00:51:12 - INFO - Process started on device: cuda:0 with seed 42.
2025-07-14 00:51:12 - INFO - TensorBoard writer initialized at: ./result/VNet_Multi_V4/LA_16/Train/20250714-005112
2025-07-14 00:51:12 - INFO - Initializing dataset...
2025-07-14 00:51:12 - INFO - Dataset contains 16 samples.
2025-07-14 00:51:12 - INFO - DataLoader created with DistributedSampler. Batch size per GPU: 2.
2025-07-14 00:51:12 - INFO - Initializing VNet model...
2025-07-14 00:51:12 - INFO - Logging is set up.
2025-07-14 00:51:12 - INFO - Process started on device: cuda:1 with seed 42.
2025-07-14 00:51:12 - INFO - Initializing dataset...
2025-07-14 00:51:12 - INFO - Dataset contains 16 samples.
2025-07-14 00:51:12 - INFO - DataLoader created with DistributedSampler. Batch size per GPU: 2.
2025-07-14 00:51:12 - INFO - Initializing VNet model...
2025-07-14 00:51:12 - INFO - Model wrapped with DDP. `find_unused_parameters` is set to True for multi-output model.
2025-07-14 00:51:12 - INFO - Loss function: UnifiedLoss with λ_reg=0.3, weights=[1,1]
2025-07-14 00:51:12 - INFO - Optimizer: AdamW with LR=0.0001
2025-07-14 00:51:12 - INFO - Starting training from epoch 0 to 600...
2025-07-14 00:52:02 - INFO - Epoch 21 finished. Average Training Loss: 1.1079
2025-07-14 00:52:04 - INFO - Epoch 22 finished. Average Training Loss: 1.0840
2025-07-14 00:52:05 - INFO - Epoch 23 finished. Average Training Loss: 1.0333
2025-07-14 00:52:07 - INFO - Epoch 24 finished. Average Training Loss: 1.0219
2025-07-14 00:52:09 - INFO - Epoch 25 finished. Average Training Loss: 0.9655
2025-07-14 00:52:11 - INFO - Epoch 26 finished. Average Training Loss: 0.9382
2025-07-14 00:52:12 - INFO - Epoch 27 finished. Average Training Loss: 1.0012
2025-07-14 00:52:14 - INFO - Epoch 28 finished. Average Training Loss: 0.9334
2025-07-14 00:52:16 - INFO - Epoch 29 finished. Average Training Loss: 1.0132
2025-07-14 00:52:17 - INFO - Epoch 30 finished. Average Training Loss: 0.8781
2025-07-14 00:52:19 - INFO - Epoch 31 finished. Average Training Loss: 0.9830
2025-07-14 00:52:21 - INFO - Epoch 32 finished. Average Training Loss: 0.8914
2025-07-14 00:52:22 - INFO - Epoch 33 finished. Average Training Loss: 0.8923
2025-07-14 00:52:24 - INFO - Epoch 34 finished. Average Training Loss: 0.9681
2025-07-14 00:52:26 - INFO - Epoch 35 finished. Average Training Loss: 0.9194
2025-07-14 00:52:28 - INFO - Epoch 36 finished. Average Training Loss: 0.9641
2025-07-14 00:52:29 - INFO - Epoch 37 finished. Average Training Loss: 0.8682
2025-07-14 00:52:31 - INFO - Epoch 38 finished. Average Training Loss: 0.9232
2025-07-14 00:52:33 - INFO - Epoch 39 finished. Average Training Loss: 0.8753
2025-07-14 00:52:35 - INFO - Epoch 40 finished. Average Training Loss: 0.8660
2025-07-14 00:52:35 - INFO - Saved checkpoint for epoch 40 to ./result/VNet_Multi_V4/LA_16/Pth/model_epoch_40.pth
2025-07-14 00:52:36 - INFO - Epoch 41 finished. Average Training Loss: 0.8233
2025-07-14 00:52:38 - INFO - Epoch 42 finished. Average Training Loss: 0.8472
2025-07-14 00:52:40 - INFO - Epoch 43 finished. Average Training Loss: 0.7959
2025-07-14 00:52:41 - INFO - Epoch 44 finished. Average Training Loss: 0.8817
2025-07-14 00:52:43 - INFO - Epoch 45 finished. Average Training Loss: 0.9586
2025-07-14 00:52:45 - INFO - Epoch 46 finished. Average Training Loss: 0.8319
2025-07-14 00:52:47 - INFO - Epoch 47 finished. Average Training Loss: 0.9242
2025-07-14 00:52:48 - INFO - Epoch 48 finished. Average Training Loss: 0.9596
2025-07-14 00:52:50 - INFO - Epoch 49 finished. Average Training Loss: 0.8822
2025-07-14 00:52:52 - INFO - Epoch 50 finished. Average Training Loss: 0.8894
2025-07-14 00:52:53 - INFO - Epoch 51 finished. Average Training Loss: 0.9349
2025-07-14 00:52:55 - INFO - Epoch 52 finished. Average Training Loss: 0.8753
2025-07-14 00:52:57 - INFO - Epoch 53 finished. Average Training Loss: 0.9302
2025-07-14 00:52:59 - INFO - Epoch 54 finished. Average Training Loss: 0.8882
2025-07-14 00:53:00 - INFO - Epoch 55 finished. Average Training Loss: 0.8121
2025-07-14 00:53:02 - INFO - Epoch 56 finished. Average Training Loss: 0.7628
2025-07-14 00:53:04 - INFO - Epoch 57 finished. Average Training Loss: 0.8694
2025-07-14 00:53:06 - INFO - Epoch 58 finished. Average Training Loss: 0.7976
2025-07-14 00:53:07 - INFO - Epoch 59 finished. Average Training Loss: 0.6964
2025-07-14 00:53:09 - INFO - Epoch 60 finished. Average Training Loss: 0.9095
2025-07-14 00:53:09 - INFO - Saved checkpoint for epoch 60 to ./result/VNet_Multi_V4/LA_16/Pth/model_epoch_60.pth
2025-07-14 00:53:11 - INFO - Epoch 61 finished. Average Training Loss: 0.7645
2025-07-14 00:53:13 - INFO - Epoch 62 finished. Average Training Loss: 0.7845
2025-07-14 00:53:14 - INFO - Epoch 63 finished. Average Training Loss: 0.6698
2025-07-14 00:53:16 - INFO - Epoch 64 finished. Average Training Loss: 0.7745
2025-07-14 00:53:18 - INFO - Epoch 65 finished. Average Training Loss: 0.8106
2025-07-14 00:53:19 - INFO - Epoch 66 finished. Average Training Loss: 0.7802
2025-07-14 00:53:21 - INFO - Epoch 67 finished. Average Training Loss: 0.6864
2025-07-14 00:53:23 - INFO - Epoch 68 finished. Average Training Loss: 0.6662
2025-07-14 00:53:25 - INFO - Epoch 69 finished. Average Training Loss: 0.7609
2025-07-14 00:53:26 - INFO - Epoch 70 finished. Average Training Loss: 0.7558
2025-07-14 00:53:28 - INFO - Epoch 71 finished. Average Training Loss: 0.8319
2025-07-14 00:53:30 - INFO - Epoch 72 finished. Average Training Loss: 0.7254
2025-07-14 00:53:32 - INFO - Epoch 73 finished. Average Training Loss: 0.6914
2025-07-14 00:53:33 - INFO - Epoch 74 finished. Average Training Loss: 0.7622
2025-07-14 00:53:35 - INFO - Epoch 75 finished. Average Training Loss: 0.7024
2025-07-14 00:53:37 - INFO - Epoch 76 finished. Average Training Loss: 0.7431
2025-07-14 00:53:38 - INFO - Epoch 77 finished. Average Training Loss: 0.6938
2025-07-14 00:53:40 - INFO - Epoch 78 finished. Average Training Loss: 0.7595
2025-07-14 00:53:42 - INFO - Epoch 79 finished. Average Training Loss: 0.7492
2025-07-14 00:53:44 - INFO - Epoch 80 finished. Average Training Loss: 0.7758
2025-07-14 00:53:44 - INFO - Saved checkpoint for epoch 80 to ./result/VNet_Multi_V4/LA_16/Pth/model_epoch_80.pth
2025-07-14 00:53:45 - INFO - Epoch 81 finished. Average Training Loss: 0.6528
2025-07-14 00:53:47 - INFO - Epoch 82 finished. Average Training Loss: 0.6835
2025-07-14 00:53:49 - INFO - Epoch 83 finished. Average Training Loss: 0.6840
2025-07-14 00:53:51 - INFO - Epoch 84 finished. Average Training Loss: 0.8455
2025-07-14 00:53:52 - INFO - Epoch 85 finished. Average Training Loss: 0.7616
2025-07-14 00:53:54 - INFO - Epoch 86 finished. Average Training Loss: 0.8083
2025-07-14 00:53:56 - INFO - Epoch 87 finished. Average Training Loss: 0.7130
2025-07-14 00:53:58 - INFO - Epoch 88 finished. Average Training Loss: 0.7544
2025-07-14 00:53:59 - INFO - Epoch 89 finished. Average Training Loss: 0.5826
2025-07-14 00:54:01 - INFO - Epoch 90 finished. Average Training Loss: 0.7956
2025-07-14 00:54:03 - INFO - Epoch 91 finished. Average Training Loss: 0.7737
2025-07-14 00:54:04 - INFO - Epoch 92 finished. Average Training Loss: 0.6622
2025-07-14 00:54:06 - INFO - Epoch 93 finished. Average Training Loss: 0.6773
2025-07-14 00:54:08 - INFO - Epoch 94 finished. Average Training Loss: 0.6975
2025-07-14 00:54:10 - INFO - Epoch 95 finished. Average Training Loss: 0.6353
2025-07-14 00:54:11 - INFO - Epoch 96 finished. Average Training Loss: 0.7513
2025-07-14 00:54:13 - INFO - Epoch 97 finished. Average Training Loss: 0.6574
2025-07-14 00:54:15 - INFO - Epoch 98 finished. Average Training Loss: 0.8187
2025-07-14 00:54:16 - INFO - Epoch 99 finished. Average Training Loss: 0.6234
2025-07-14 00:54:18 - INFO - Epoch 100 finished. Average Training Loss: 0.7328
2025-07-14 00:54:18 - INFO - Saved checkpoint for epoch 100 to ./result/VNet_Multi_V4/LA_16/Pth/model_epoch_100.pth
2025-07-14 00:54:20 - INFO - Epoch 101 finished. Average Training Loss: 0.7955
2025-07-14 00:54:22 - INFO - Epoch 102 finished. Average Training Loss: 0.7999
2025-07-14 00:54:23 - INFO - Epoch 103 finished. Average Training Loss: 0.5983
2025-07-14 00:54:25 - INFO - Epoch 104 finished. Average Training Loss: 0.7048
2025-07-14 00:54:27 - INFO - Epoch 105 finished. Average Training Loss: 0.5793
2025-07-14 00:54:29 - INFO - Epoch 106 finished. Average Training Loss: 0.6790
2025-07-14 00:54:30 - INFO - Epoch 107 finished. Average Training Loss: 0.7127
2025-07-14 00:54:32 - INFO - Epoch 108 finished. Average Training Loss: 0.7249
2025-07-14 00:54:34 - INFO - Epoch 109 finished. Average Training Loss: 0.6949
2025-07-14 00:54:35 - INFO - Epoch 110 finished. Average Training Loss: 0.7591
2025-07-14 00:54:37 - INFO - Epoch 111 finished. Average Training Loss: 0.7614
2025-07-14 00:54:39 - INFO - Epoch 112 finished. Average Training Loss: 0.6206
2025-07-14 00:54:41 - INFO - Epoch 113 finished. Average Training Loss: 0.7431
2025-07-14 00:54:42 - INFO - Epoch 114 finished. Average Training Loss: 0.7064
2025-07-14 00:54:44 - INFO - Epoch 115 finished. Average Training Loss: 0.6698
2025-07-14 00:54:46 - INFO - Epoch 116 finished. Average Training Loss: 0.6333
2025-07-14 00:54:47 - INFO - Epoch 117 finished. Average Training Loss: 0.7050
2025-07-14 00:54:49 - INFO - Epoch 118 finished. Average Training Loss: 0.6042
2025-07-14 00:54:51 - INFO - Epoch 119 finished. Average Training Loss: 0.7106
2025-07-14 00:54:53 - INFO - Epoch 120 finished. Average Training Loss: 0.6305
2025-07-14 00:54:53 - INFO - Saved checkpoint for epoch 120 to ./result/VNet_Multi_V4/LA_16/Pth/model_epoch_120.pth
2025-07-14 00:54:55 - INFO - Epoch 121 finished. Average Training Loss: 0.6263
2025-07-14 00:54:56 - INFO - Epoch 122 finished. Average Training Loss: 0.6138
2025-07-14 00:54:58 - INFO - Epoch 123 finished. Average Training Loss: 0.7535
2025-07-14 00:55:00 - INFO - Epoch 124 finished. Average Training Loss: 0.4724
2025-07-14 00:55:01 - INFO - Epoch 125 finished. Average Training Loss: 0.6742
2025-07-14 00:55:03 - INFO - Epoch 126 finished. Average Training Loss: 0.6478
2025-07-14 00:55:05 - INFO - Epoch 127 finished. Average Training Loss: 0.6946
2025-07-14 00:55:07 - INFO - Epoch 128 finished. Average Training Loss: 0.7624
2025-07-14 00:55:08 - INFO - Epoch 129 finished. Average Training Loss: 0.6551
2025-07-14 00:55:10 - INFO - Epoch 130 finished. Average Training Loss: 0.5187
2025-07-14 00:55:12 - INFO - Epoch 131 finished. Average Training Loss: 0.6109
2025-07-14 00:55:14 - INFO - Epoch 132 finished. Average Training Loss: 0.5777
2025-07-14 00:55:15 - INFO - Epoch 133 finished. Average Training Loss: 0.7072
2025-07-14 00:55:17 - INFO - Epoch 134 finished. Average Training Loss: 0.5537
2025-07-14 00:55:19 - INFO - Epoch 135 finished. Average Training Loss: 0.5367
2025-07-14 00:55:21 - INFO - Epoch 136 finished. Average Training Loss: 0.6166
2025-07-14 00:55:22 - INFO - Epoch 137 finished. Average Training Loss: 0.7113
2025-07-14 00:55:24 - INFO - Epoch 138 finished. Average Training Loss: 0.5918
2025-07-14 00:55:26 - INFO - Epoch 139 finished. Average Training Loss: 0.6918
2025-07-14 00:55:29 - INFO - Epoch 140 finished. Average Training Loss: 0.6979
2025-07-14 00:55:29 - INFO - Saved checkpoint for epoch 140 to ./result/VNet_Multi_V4/LA_16/Pth/model_epoch_140.pth
2025-07-14 00:55:32 - INFO - Epoch 141 finished. Average Training Loss: 0.6056
2025-07-14 00:55:34 - INFO - Epoch 142 finished. Average Training Loss: 0.5704
2025-07-14 00:55:37 - INFO - Epoch 143 finished. Average Training Loss: 0.6991
2025-07-14 00:55:40 - INFO - Epoch 144 finished. Average Training Loss: 0.5872
2025-07-14 00:55:42 - INFO - Epoch 145 finished. Average Training Loss: 0.6260
2025-07-14 00:55:45 - INFO - Epoch 146 finished. Average Training Loss: 0.5547
2025-07-14 00:55:48 - INFO - Epoch 147 finished. Average Training Loss: 0.6940
2025-07-14 00:55:50 - INFO - Epoch 148 finished. Average Training Loss: 0.5287
2025-07-14 00:55:53 - INFO - Epoch 149 finished. Average Training Loss: 0.6113
2025-07-14 00:55:56 - INFO - Epoch 150 finished. Average Training Loss: 0.5425
2025-07-14 00:55:58 - INFO - Epoch 151 finished. Average Training Loss: 0.5241
2025-07-14 00:56:01 - INFO - Epoch 152 finished. Average Training Loss: 0.5565
2025-07-14 00:56:04 - INFO - Epoch 153 finished. Average Training Loss: 0.6611
2025-07-14 00:56:07 - INFO - Epoch 154 finished. Average Training Loss: 0.5498
2025-07-14 00:56:09 - INFO - Epoch 155 finished. Average Training Loss: 0.6215
2025-07-14 00:56:12 - INFO - Epoch 156 finished. Average Training Loss: 0.7056
2025-07-14 00:56:15 - INFO - Epoch 157 finished. Average Training Loss: 0.5186
2025-07-14 00:56:17 - INFO - Epoch 158 finished. Average Training Loss: 0.5651
2025-07-14 00:56:20 - INFO - Epoch 159 finished. Average Training Loss: 0.6334
2025-07-14 00:56:23 - INFO - Epoch 160 finished. Average Training Loss: 0.4702
2025-07-14 00:56:24 - INFO - Saved checkpoint for epoch 160 to ./result/VNet_Multi_V4/LA_16/Pth/model_epoch_160.pth
2025-07-14 00:56:26 - INFO - Epoch 161 finished. Average Training Loss: 0.5438
2025-07-14 00:56:29 - INFO - Epoch 162 finished. Average Training Loss: 0.5741
2025-07-14 00:56:32 - INFO - Epoch 163 finished. Average Training Loss: 0.6590
2025-07-14 00:56:34 - INFO - Epoch 164 finished. Average Training Loss: 0.4672
2025-07-14 00:56:37 - INFO - Epoch 165 finished. Average Training Loss: 0.5743
2025-07-14 00:56:40 - INFO - Epoch 166 finished. Average Training Loss: 0.4299
2025-07-14 00:56:43 - INFO - Epoch 167 finished. Average Training Loss: 0.6278
2025-07-14 00:56:46 - INFO - Epoch 168 finished. Average Training Loss: 0.6851
2025-07-14 00:56:49 - INFO - Epoch 169 finished. Average Training Loss: 0.4114
2025-07-14 00:56:51 - INFO - Epoch 170 finished. Average Training Loss: 0.5059
2025-07-14 00:56:54 - INFO - Epoch 171 finished. Average Training Loss: 0.6091
2025-07-14 00:56:57 - INFO - Epoch 172 finished. Average Training Loss: 0.4961
2025-07-14 00:57:00 - INFO - Epoch 173 finished. Average Training Loss: 0.6504
2025-07-14 00:57:02 - INFO - Epoch 174 finished. Average Training Loss: 0.6906
2025-07-14 00:57:05 - INFO - Epoch 175 finished. Average Training Loss: 0.6499
2025-07-14 00:57:08 - INFO - Epoch 176 finished. Average Training Loss: 0.7267
2025-07-14 00:57:10 - INFO - Epoch 177 finished. Average Training Loss: 0.6018
2025-07-14 00:57:13 - INFO - Epoch 178 finished. Average Training Loss: 0.5918
2025-07-14 00:57:16 - INFO - Epoch 179 finished. Average Training Loss: 0.5503
2025-07-14 00:57:18 - INFO - Epoch 180 finished. Average Training Loss: 0.5860
2025-07-14 00:57:18 - INFO - Saved checkpoint for epoch 180 to ./result/VNet_Multi_V4/LA_16/Pth/model_epoch_180.pth
2025-07-14 00:57:21 - INFO - Epoch 181 finished. Average Training Loss: 0.4889
2025-07-14 00:57:24 - INFO - Epoch 182 finished. Average Training Loss: 0.5440
2025-07-14 00:57:26 - INFO - Epoch 183 finished. Average Training Loss: 0.4733
2025-07-14 00:57:29 - INFO - Epoch 184 finished. Average Training Loss: 0.5212
2025-07-14 00:57:33 - INFO - Epoch 185 finished. Average Training Loss: 0.5085
2025-07-14 00:57:37 - INFO - Epoch 186 finished. Average Training Loss: 0.4025
2025-07-14 00:57:40 - INFO - Epoch 187 finished. Average Training Loss: 0.6528
2025-07-14 00:57:44 - INFO - Epoch 188 finished. Average Training Loss: 0.5400
2025-07-14 00:57:48 - INFO - Epoch 189 finished. Average Training Loss: 0.4792
2025-07-14 00:57:51 - INFO - Epoch 190 finished. Average Training Loss: 0.4427
2025-07-14 00:57:55 - INFO - Epoch 191 finished. Average Training Loss: 0.6162
2025-07-14 00:57:59 - INFO - Epoch 192 finished. Average Training Loss: 0.4959
2025-07-14 00:58:02 - INFO - Epoch 193 finished. Average Training Loss: 0.7257
2025-07-14 00:58:04 - INFO - Epoch 194 finished. Average Training Loss: 0.3652
2025-07-14 00:58:07 - INFO - Epoch 195 finished. Average Training Loss: 0.5317
2025-07-14 00:58:10 - INFO - Epoch 196 finished. Average Training Loss: 0.4576
2025-07-14 00:58:12 - INFO - Epoch 197 finished. Average Training Loss: 0.5070
2025-07-14 00:58:15 - INFO - Epoch 198 finished. Average Training Loss: 0.6105
2025-07-14 00:58:18 - INFO - Epoch 199 finished. Average Training Loss: 0.7514
2025-07-14 00:58:21 - INFO - Epoch 200 finished. Average Training Loss: 0.5935
2025-07-14 00:58:21 - INFO - Saved checkpoint for epoch 200 to ./result/VNet_Multi_V4/LA_16/Pth/model_epoch_200.pth
2025-07-14 00:58:24 - INFO - Epoch 201 finished. Average Training Loss: 0.5142
2025-07-14 00:58:26 - INFO - Epoch 202 finished. Average Training Loss: 0.5839
2025-07-14 00:58:29 - INFO - Epoch 203 finished. Average Training Loss: 0.5209
2025-07-14 00:58:32 - INFO - Epoch 204 finished. Average Training Loss: 0.6015
2025-07-14 00:58:35 - INFO - Epoch 205 finished. Average Training Loss: 0.6275
2025-07-14 00:58:38 - INFO - Epoch 206 finished. Average Training Loss: 0.5574
2025-07-14 00:58:40 - INFO - Epoch 207 finished. Average Training Loss: 0.5408
2025-07-14 00:58:43 - INFO - Epoch 208 finished. Average Training Loss: 0.5492
2025-07-14 00:58:46 - INFO - Epoch 209 finished. Average Training Loss: 0.5685
2025-07-14 00:58:48 - INFO - Epoch 210 finished. Average Training Loss: 0.4840
2025-07-14 00:58:51 - INFO - Epoch 211 finished. Average Training Loss: 0.3575
2025-07-14 00:58:54 - INFO - Epoch 212 finished. Average Training Loss: 0.5332
2025-07-14 00:58:57 - INFO - Epoch 213 finished. Average Training Loss: 0.5168
2025-07-14 00:58:59 - INFO - Epoch 214 finished. Average Training Loss: 0.5588
2025-07-14 00:59:02 - INFO - Epoch 215 finished. Average Training Loss: 0.4008
2025-07-14 00:59:04 - INFO - Epoch 216 finished. Average Training Loss: 0.4381
2025-07-14 00:59:07 - INFO - Epoch 217 finished. Average Training Loss: 0.4145
2025-07-14 00:59:10 - INFO - Epoch 218 finished. Average Training Loss: 0.5226
2025-07-14 00:59:13 - INFO - Epoch 219 finished. Average Training Loss: 0.4398
2025-07-14 00:59:15 - INFO - Epoch 220 finished. Average Training Loss: 0.4513
2025-07-14 00:59:15 - INFO - Saved checkpoint for epoch 220 to ./result/VNet_Multi_V4/LA_16/Pth/model_epoch_220.pth
2025-07-14 00:59:18 - INFO - Epoch 221 finished. Average Training Loss: 0.3839
2025-07-14 00:59:21 - INFO - Epoch 222 finished. Average Training Loss: 0.5435
2025-07-14 00:59:24 - INFO - Epoch 223 finished. Average Training Loss: 0.5505
2025-07-14 00:59:26 - INFO - Epoch 224 finished. Average Training Loss: 0.4062
2025-07-14 00:59:29 - INFO - Epoch 225 finished. Average Training Loss: 0.4281
2025-07-14 00:59:32 - INFO - Epoch 226 finished. Average Training Loss: 0.4239
2025-07-14 00:59:34 - INFO - Epoch 227 finished. Average Training Loss: 0.4259
2025-07-14 00:59:37 - INFO - Epoch 228 finished. Average Training Loss: 0.5176
2025-07-14 00:59:40 - INFO - Epoch 229 finished. Average Training Loss: 0.5523
2025-07-14 00:59:42 - INFO - Epoch 230 finished. Average Training Loss: 0.3938
2025-07-14 00:59:45 - INFO - Epoch 231 finished. Average Training Loss: 0.3894
2025-07-14 00:59:48 - INFO - Epoch 232 finished. Average Training Loss: 0.3409
2025-07-14 00:59:51 - INFO - Epoch 233 finished. Average Training Loss: 0.3833
2025-07-14 00:59:53 - INFO - Epoch 234 finished. Average Training Loss: 0.4299
2025-07-14 00:59:56 - INFO - Epoch 235 finished. Average Training Loss: 0.3984
2025-07-14 00:59:59 - INFO - Epoch 236 finished. Average Training Loss: 0.4001
2025-07-14 01:00:02 - INFO - Epoch 237 finished. Average Training Loss: 0.4572
2025-07-14 01:00:05 - INFO - Epoch 238 finished. Average Training Loss: 0.5971
2025-07-14 01:00:07 - INFO - Epoch 239 finished. Average Training Loss: 0.5509
2025-07-14 01:00:10 - INFO - Epoch 240 finished. Average Training Loss: 0.3472
2025-07-14 01:00:10 - INFO - Saved checkpoint for epoch 240 to ./result/VNet_Multi_V4/LA_16/Pth/model_epoch_240.pth
2025-07-14 01:00:13 - INFO - Epoch 241 finished. Average Training Loss: 0.6430
2025-07-14 01:00:15 - INFO - Epoch 242 finished. Average Training Loss: 0.4475
2025-07-14 01:00:18 - INFO - Epoch 243 finished. Average Training Loss: 0.2694
2025-07-14 01:00:21 - INFO - Epoch 244 finished. Average Training Loss: 0.3193
2025-07-14 01:00:24 - INFO - Epoch 245 finished. Average Training Loss: 0.4660
2025-07-14 01:00:26 - INFO - Epoch 246 finished. Average Training Loss: 0.3457
2025-07-14 01:00:29 - INFO - Epoch 247 finished. Average Training Loss: 0.4515
2025-07-14 01:00:32 - INFO - Epoch 248 finished. Average Training Loss: 0.5332
2025-07-14 01:00:35 - INFO - Epoch 249 finished. Average Training Loss: 0.4468
2025-07-14 01:00:39 - INFO - Epoch 250 finished. Average Training Loss: 0.5058
2025-07-14 01:00:42 - INFO - Epoch 251 finished. Average Training Loss: 0.4419
2025-07-14 01:00:46 - INFO - Epoch 252 finished. Average Training Loss: 0.4211
2025-07-14 01:00:49 - INFO - Epoch 253 finished. Average Training Loss: 0.4296
2025-07-14 01:00:53 - INFO - Epoch 254 finished. Average Training Loss: 0.4366
2025-07-14 01:00:57 - INFO - Epoch 255 finished. Average Training Loss: 0.4370
2025-07-14 01:01:00 - INFO - Epoch 256 finished. Average Training Loss: 0.4567
2025-07-14 01:01:04 - INFO - Epoch 257 finished. Average Training Loss: 0.3238
2025-07-14 01:01:08 - INFO - Epoch 258 finished. Average Training Loss: 0.3953
2025-07-14 01:01:11 - INFO - Epoch 259 finished. Average Training Loss: 0.4146
2025-07-14 01:01:15 - INFO - Epoch 260 finished. Average Training Loss: 0.4714
2025-07-14 01:01:15 - INFO - Saved checkpoint for epoch 260 to ./result/VNet_Multi_V4/LA_16/Pth/model_epoch_260.pth
2025-07-14 01:01:19 - INFO - Epoch 261 finished. Average Training Loss: 0.4660
2025-07-14 01:01:23 - INFO - Epoch 262 finished. Average Training Loss: 0.3609
2025-07-14 01:01:27 - INFO - Epoch 263 finished. Average Training Loss: 0.3794
2025-07-14 01:01:31 - INFO - Epoch 264 finished. Average Training Loss: 0.4140
