2025-06-29 10:43:27 - INFO - Logging is set up.
2025-06-29 10:43:27 - INFO - 
======================================== New Training Session ========================================
2025-06-29 10:43:27 - INFO - Configuration:
{
    "seed": 21,
    "epochs": 400,
    "batch_size": 4,
    "learning_rate": 0.001,
    "log_path": "./result/VNet_Multi_V2/LA_8/Training.log",
    "pth_path": "./result/VNet_Multi_V2/LA_8/Pth",
    "tensorboard_path": "./result/VNet_Multi_V2/LA_8/Train",
    "continue_train": false,
    "multi_gpu": true,
    "training_num": 8,
    "dataset_name": "LA",
    "dataset_path": "./datasets/LA",
    "num_classes": 2,
    "patch_size": [
        112,
        112,
        80
    ]
}
2025-06-29 10:43:27 - INFO - TensorBoard logging directory: ./result/VNet_Multi_V2/LA_8/Train/20250629-104327
2025-06-29 10:43:27 - INFO - Training dataset: 8
2025-06-29 10:43:27 - INFO - Optimizer: AdamW with parameters: {'lr': 0.0001, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0.01, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': True}
2025-06-29 10:43:27 - INFO - Using Unified Uncertainty-aware Loss with λ=0.3, α=1, β=1
2025-06-29 10:44:01 - INFO - Epoch 26/400, Batch 2/2, Loss: 0.9445
2025-06-29 10:44:02 - INFO - Epoch 27/400, Batch 2/2, Loss: 1.0663
2025-06-29 10:44:03 - INFO - Epoch 28/400, Batch 2/2, Loss: 0.9037
2025-06-29 10:44:04 - INFO - Epoch 29/400, Batch 2/2, Loss: 0.9735
2025-06-29 10:44:05 - INFO - Epoch 30/400, Batch 2/2, Loss: 0.9844
2025-06-29 10:44:07 - INFO - Epoch 31/400, Batch 2/2, Loss: 0.9318
2025-06-29 10:44:08 - INFO - Epoch 32/400, Batch 2/2, Loss: 0.8457
2025-06-29 10:44:09 - INFO - Epoch 33/400, Batch 2/2, Loss: 0.9306
2025-06-29 10:44:10 - INFO - Epoch 34/400, Batch 2/2, Loss: 0.8374
2025-06-29 10:44:12 - INFO - Epoch 35/400, Batch 2/2, Loss: 0.9371
2025-06-29 10:44:13 - INFO - Epoch 36/400, Batch 2/2, Loss: 0.8453
2025-06-29 10:44:14 - INFO - Epoch 37/400, Batch 2/2, Loss: 0.8514
2025-06-29 10:44:15 - INFO - Epoch 38/400, Batch 2/2, Loss: 0.7918
2025-06-29 10:44:17 - INFO - Epoch 39/400, Batch 2/2, Loss: 0.8393
2025-06-29 10:44:18 - INFO - Epoch 40/400, Batch 2/2, Loss: 0.8205
2025-06-29 10:44:18 - INFO - Saved checkpoint at epoch 40 at ./result/VNet_Multi_V2/LA_8/Pth/model_epoch_40_checkpoint.pth
2025-06-29 10:44:19 - INFO - Epoch 41/400, Batch 2/2, Loss: 0.8613
2025-06-29 10:44:20 - INFO - Epoch 42/400, Batch 2/2, Loss: 0.8916
2025-06-29 10:44:22 - INFO - Epoch 43/400, Batch 2/2, Loss: 0.8156
2025-06-29 10:44:23 - INFO - Epoch 44/400, Batch 2/2, Loss: 0.8157
2025-06-29 10:44:24 - INFO - Epoch 45/400, Batch 2/2, Loss: 0.8343
2025-06-29 10:44:25 - INFO - Epoch 46/400, Batch 2/2, Loss: 0.7583
2025-06-29 10:44:27 - INFO - Epoch 47/400, Batch 2/2, Loss: 0.7802
2025-06-29 10:44:28 - INFO - Epoch 48/400, Batch 2/2, Loss: 0.7961
2025-06-29 10:44:29 - INFO - Epoch 49/400, Batch 2/2, Loss: 0.7887
2025-06-29 10:44:30 - INFO - Epoch 50/400, Batch 2/2, Loss: 0.8069
2025-06-29 10:44:32 - INFO - Epoch 51/400, Batch 2/2, Loss: 0.7591
2025-06-29 10:44:33 - INFO - Epoch 52/400, Batch 2/2, Loss: 0.7942
2025-06-29 10:44:34 - INFO - Epoch 53/400, Batch 2/2, Loss: 0.8019
2025-06-29 10:44:35 - INFO - Epoch 54/400, Batch 2/2, Loss: 0.8069
2025-06-29 10:44:36 - INFO - Epoch 55/400, Batch 2/2, Loss: 0.7867
2025-06-29 10:44:38 - INFO - Epoch 56/400, Batch 2/2, Loss: 0.8716
2025-06-29 10:44:39 - INFO - Epoch 57/400, Batch 2/2, Loss: 0.7712
2025-06-29 10:44:40 - INFO - Epoch 58/400, Batch 2/2, Loss: 0.7772
2025-06-29 10:44:41 - INFO - Epoch 59/400, Batch 2/2, Loss: 0.7554
2025-06-29 10:44:43 - INFO - Epoch 60/400, Batch 2/2, Loss: 0.7494
2025-06-29 10:44:43 - INFO - Saved checkpoint at epoch 60 at ./result/VNet_Multi_V2/LA_8/Pth/model_epoch_60_checkpoint.pth
2025-06-29 10:44:44 - INFO - Epoch 61/400, Batch 2/2, Loss: 0.6791
2025-06-29 10:44:45 - INFO - Epoch 62/400, Batch 2/2, Loss: 0.6797
2025-06-29 10:44:46 - INFO - Epoch 63/400, Batch 2/2, Loss: 0.6165
2025-06-29 10:44:48 - INFO - Epoch 64/400, Batch 2/2, Loss: 0.6923
2025-06-29 10:44:49 - INFO - Epoch 65/400, Batch 2/2, Loss: 0.7163
2025-06-29 10:44:50 - INFO - Epoch 66/400, Batch 2/2, Loss: 0.7354
2025-06-29 10:44:51 - INFO - Epoch 67/400, Batch 2/2, Loss: 0.7556
2025-06-29 10:44:53 - INFO - Epoch 68/400, Batch 2/2, Loss: 0.7692
2025-06-29 10:44:54 - INFO - Epoch 69/400, Batch 2/2, Loss: 0.6995
2025-06-29 10:44:55 - INFO - Epoch 70/400, Batch 2/2, Loss: 0.6979
2025-06-29 10:44:56 - INFO - Epoch 71/400, Batch 2/2, Loss: 0.7088
2025-06-29 10:44:57 - INFO - Epoch 72/400, Batch 2/2, Loss: 0.7259
2025-06-29 10:44:59 - INFO - Epoch 73/400, Batch 2/2, Loss: 0.7512
2025-06-29 10:45:00 - INFO - Epoch 74/400, Batch 2/2, Loss: 0.6826
2025-06-29 10:45:01 - INFO - Epoch 75/400, Batch 2/2, Loss: 0.6875
2025-06-29 10:45:02 - INFO - Epoch 76/400, Batch 2/2, Loss: 0.7118
2025-06-29 10:45:04 - INFO - Epoch 77/400, Batch 2/2, Loss: 0.6938
2025-06-29 10:45:05 - INFO - Epoch 78/400, Batch 2/2, Loss: 0.6710
2025-06-29 10:45:06 - INFO - Epoch 79/400, Batch 2/2, Loss: 0.6207
2025-06-29 10:45:07 - INFO - Epoch 80/400, Batch 2/2, Loss: 0.7067
2025-06-29 10:45:07 - INFO - Saved checkpoint at epoch 80 at ./result/VNet_Multi_V2/LA_8/Pth/model_epoch_80_checkpoint.pth
2025-06-29 10:45:09 - INFO - Epoch 81/400, Batch 2/2, Loss: 0.6914
2025-06-29 10:45:10 - INFO - Epoch 82/400, Batch 2/2, Loss: 0.6830
2025-06-29 10:45:11 - INFO - Epoch 83/400, Batch 2/2, Loss: 0.6991
2025-06-29 10:45:12 - INFO - Epoch 84/400, Batch 2/2, Loss: 0.6986
2025-06-29 10:45:14 - INFO - Epoch 85/400, Batch 2/2, Loss: 0.7826
2025-06-29 10:45:15 - INFO - Epoch 86/400, Batch 2/2, Loss: 0.7018
2025-06-29 10:45:16 - INFO - Epoch 87/400, Batch 2/2, Loss: 0.6785
2025-06-29 10:45:17 - INFO - Epoch 88/400, Batch 2/2, Loss: 0.6489
2025-06-29 10:45:18 - INFO - Epoch 89/400, Batch 2/2, Loss: 0.7271
2025-06-29 10:45:20 - INFO - Epoch 90/400, Batch 2/2, Loss: 0.6891
2025-06-29 10:45:21 - INFO - Epoch 91/400, Batch 2/2, Loss: 0.7595
2025-06-29 10:45:22 - INFO - Epoch 92/400, Batch 2/2, Loss: 0.6765
2025-06-29 10:45:23 - INFO - Epoch 93/400, Batch 2/2, Loss: 0.6429
2025-06-29 10:45:25 - INFO - Epoch 94/400, Batch 2/2, Loss: 0.6044
2025-06-29 10:45:26 - INFO - Epoch 95/400, Batch 2/2, Loss: 0.6369
2025-06-29 10:45:27 - INFO - Epoch 96/400, Batch 2/2, Loss: 0.6996
2025-06-29 10:45:28 - INFO - Epoch 97/400, Batch 2/2, Loss: 0.6717
2025-06-29 10:45:30 - INFO - Epoch 98/400, Batch 2/2, Loss: 0.5937
2025-06-29 10:45:31 - INFO - Epoch 99/400, Batch 2/2, Loss: 0.5752
2025-06-29 10:45:32 - INFO - Epoch 100/400, Batch 2/2, Loss: 0.6289
2025-06-29 10:45:32 - INFO - Saved checkpoint at epoch 100 at ./result/VNet_Multi_V2/LA_8/Pth/model_epoch_100_checkpoint.pth
2025-06-29 10:45:33 - INFO - Epoch 101/400, Batch 2/2, Loss: 0.5953
2025-06-29 10:45:35 - INFO - Epoch 102/400, Batch 2/2, Loss: 0.6075
2025-06-29 10:45:36 - INFO - Epoch 103/400, Batch 2/2, Loss: 0.7449
2025-06-29 10:45:37 - INFO - Epoch 104/400, Batch 2/2, Loss: 0.6114
2025-06-29 10:45:38 - INFO - Epoch 105/400, Batch 2/2, Loss: 0.5656
2025-06-29 10:45:40 - INFO - Epoch 106/400, Batch 2/2, Loss: 0.6176
2025-06-29 10:45:41 - INFO - Epoch 107/400, Batch 2/2, Loss: 0.7276
2025-06-29 10:45:42 - INFO - Epoch 108/400, Batch 2/2, Loss: 0.6488
2025-06-29 10:45:43 - INFO - Epoch 109/400, Batch 2/2, Loss: 0.6452
2025-06-29 10:45:44 - INFO - Epoch 110/400, Batch 2/2, Loss: 0.5385
2025-06-29 10:45:46 - INFO - Epoch 111/400, Batch 2/2, Loss: 0.7264
2025-06-29 10:45:47 - INFO - Epoch 112/400, Batch 2/2, Loss: 0.7554
2025-06-29 10:45:48 - INFO - Epoch 113/400, Batch 2/2, Loss: 0.6586
2025-06-29 10:45:49 - INFO - Epoch 114/400, Batch 2/2, Loss: 0.6205
2025-06-29 10:45:51 - INFO - Epoch 115/400, Batch 2/2, Loss: 0.5465
2025-06-29 10:45:52 - INFO - Epoch 116/400, Batch 2/2, Loss: 0.6216
2025-06-29 10:45:53 - INFO - Epoch 117/400, Batch 2/2, Loss: 0.6412
2025-06-29 10:45:54 - INFO - Epoch 118/400, Batch 2/2, Loss: 0.6834
2025-06-29 10:45:56 - INFO - Epoch 119/400, Batch 2/2, Loss: 0.5428
2025-06-29 10:45:57 - INFO - Epoch 120/400, Batch 2/2, Loss: 0.6342
2025-06-29 10:45:57 - INFO - Saved checkpoint at epoch 120 at ./result/VNet_Multi_V2/LA_8/Pth/model_epoch_120_checkpoint.pth
2025-06-29 10:45:58 - INFO - Epoch 121/400, Batch 2/2, Loss: 0.6153
2025-06-29 10:45:59 - INFO - Epoch 122/400, Batch 2/2, Loss: 0.5967
2025-06-29 10:46:01 - INFO - Epoch 123/400, Batch 2/2, Loss: 0.6875
2025-06-29 10:46:02 - INFO - Epoch 124/400, Batch 2/2, Loss: 0.6210
2025-06-29 10:46:03 - INFO - Epoch 125/400, Batch 2/2, Loss: 0.5453
2025-06-29 10:46:04 - INFO - Epoch 126/400, Batch 2/2, Loss: 0.6155
2025-06-29 10:46:06 - INFO - Epoch 127/400, Batch 2/2, Loss: 0.5477
2025-06-29 10:46:07 - INFO - Epoch 128/400, Batch 2/2, Loss: 0.5217
2025-06-29 10:46:08 - INFO - Epoch 129/400, Batch 2/2, Loss: 0.5482
2025-06-29 10:46:09 - INFO - Epoch 130/400, Batch 2/2, Loss: 0.5737
2025-06-29 10:46:10 - INFO - Epoch 131/400, Batch 2/2, Loss: 0.5824
2025-06-29 10:46:12 - INFO - Epoch 132/400, Batch 2/2, Loss: 0.5247
2025-06-29 10:46:13 - INFO - Epoch 133/400, Batch 2/2, Loss: 0.5541
2025-06-29 10:46:14 - INFO - Epoch 134/400, Batch 2/2, Loss: 0.5430
2025-06-29 10:46:15 - INFO - Epoch 135/400, Batch 2/2, Loss: 0.4817
2025-06-29 10:46:16 - INFO - Epoch 136/400, Batch 2/2, Loss: 0.6755
2025-06-29 10:46:18 - INFO - Epoch 137/400, Batch 2/2, Loss: 0.5451
2025-06-29 10:46:19 - INFO - Epoch 138/400, Batch 2/2, Loss: 0.5272
2025-06-29 10:46:20 - INFO - Epoch 139/400, Batch 2/2, Loss: 0.5213
2025-06-29 10:46:21 - INFO - Epoch 140/400, Batch 2/2, Loss: 0.5792
2025-06-29 10:46:21 - INFO - Saved checkpoint at epoch 140 at ./result/VNet_Multi_V2/LA_8/Pth/model_epoch_140_checkpoint.pth
2025-06-29 10:46:23 - INFO - Epoch 141/400, Batch 2/2, Loss: 0.6338
2025-06-29 10:46:24 - INFO - Epoch 142/400, Batch 2/2, Loss: 0.5073
2025-06-29 10:46:25 - INFO - Epoch 143/400, Batch 2/2, Loss: 0.6466
2025-06-29 10:46:26 - INFO - Epoch 144/400, Batch 2/2, Loss: 0.6018
2025-06-29 10:46:27 - INFO - Epoch 145/400, Batch 2/2, Loss: 0.5666
2025-06-29 10:46:29 - INFO - Epoch 146/400, Batch 2/2, Loss: 0.4908
2025-06-29 10:46:30 - INFO - Epoch 147/400, Batch 2/2, Loss: 0.5260
2025-06-29 10:46:31 - INFO - Epoch 148/400, Batch 2/2, Loss: 0.5964
2025-06-29 10:46:33 - INFO - Epoch 149/400, Batch 2/2, Loss: 0.5363
2025-06-29 10:46:34 - INFO - Epoch 150/400, Batch 2/2, Loss: 0.5047
2025-06-29 10:46:35 - INFO - Epoch 151/400, Batch 2/2, Loss: 0.5467
2025-06-29 10:46:36 - INFO - Epoch 152/400, Batch 2/2, Loss: 0.6133
2025-06-29 10:46:38 - INFO - Epoch 153/400, Batch 2/2, Loss: 0.5324
2025-06-29 10:46:39 - INFO - Epoch 154/400, Batch 2/2, Loss: 0.5040
2025-06-29 10:46:40 - INFO - Epoch 155/400, Batch 2/2, Loss: 0.5117
2025-06-29 10:46:41 - INFO - Epoch 156/400, Batch 2/2, Loss: 0.5383
2025-06-29 10:46:42 - INFO - Epoch 157/400, Batch 2/2, Loss: 0.4927
2025-06-29 10:46:44 - INFO - Epoch 158/400, Batch 2/2, Loss: 0.5307
2025-06-29 10:46:45 - INFO - Epoch 159/400, Batch 2/2, Loss: 0.5225
2025-06-29 10:46:46 - INFO - Epoch 160/400, Batch 2/2, Loss: 0.5358
2025-06-29 10:46:46 - INFO - Saved checkpoint at epoch 160 at ./result/VNet_Multi_V2/LA_8/Pth/model_epoch_160_checkpoint.pth
2025-06-29 10:46:47 - INFO - Epoch 161/400, Batch 2/2, Loss: 0.4973
2025-06-29 10:46:49 - INFO - Epoch 162/400, Batch 2/2, Loss: 0.4602
2025-06-29 10:46:50 - INFO - Epoch 163/400, Batch 2/2, Loss: 0.4939
2025-06-29 10:46:51 - INFO - Epoch 164/400, Batch 2/2, Loss: 0.4970
2025-06-29 10:46:52 - INFO - Epoch 165/400, Batch 2/2, Loss: 0.6282
2025-06-29 10:46:54 - INFO - Epoch 166/400, Batch 2/2, Loss: 0.4818
2025-06-29 10:46:55 - INFO - Epoch 167/400, Batch 2/2, Loss: 0.4969
2025-06-29 10:46:56 - INFO - Epoch 168/400, Batch 2/2, Loss: 0.4823
2025-06-29 10:46:57 - INFO - Epoch 169/400, Batch 2/2, Loss: 0.5811
2025-06-29 10:46:58 - INFO - Epoch 170/400, Batch 2/2, Loss: 0.5358
2025-06-29 10:47:00 - INFO - Epoch 171/400, Batch 2/2, Loss: 0.4621
2025-06-29 10:47:01 - INFO - Epoch 172/400, Batch 2/2, Loss: 0.4363
2025-06-29 10:47:02 - INFO - Epoch 173/400, Batch 2/2, Loss: 0.5420
2025-06-29 10:47:03 - INFO - Epoch 174/400, Batch 2/2, Loss: 0.4349
2025-06-29 10:47:05 - INFO - Epoch 175/400, Batch 2/2, Loss: 0.5588
2025-06-29 10:47:06 - INFO - Epoch 176/400, Batch 2/2, Loss: 0.5071
2025-06-29 10:47:07 - INFO - Epoch 177/400, Batch 2/2, Loss: 0.4741
2025-06-29 10:47:08 - INFO - Epoch 178/400, Batch 2/2, Loss: 0.5122
2025-06-29 10:47:10 - INFO - Epoch 179/400, Batch 2/2, Loss: 0.4557
2025-06-29 10:47:11 - INFO - Epoch 180/400, Batch 2/2, Loss: 0.5543
2025-06-29 10:47:11 - INFO - Saved checkpoint at epoch 180 at ./result/VNet_Multi_V2/LA_8/Pth/model_epoch_180_checkpoint.pth
2025-06-29 10:47:12 - INFO - Epoch 181/400, Batch 2/2, Loss: 0.4556
2025-06-29 10:47:14 - INFO - Epoch 182/400, Batch 2/2, Loss: 0.6189
2025-06-29 10:47:15 - INFO - Epoch 183/400, Batch 2/2, Loss: 0.4889
2025-06-29 10:47:16 - INFO - Epoch 184/400, Batch 2/2, Loss: 0.4890
2025-06-29 10:47:17 - INFO - Epoch 185/400, Batch 2/2, Loss: 0.4933
2025-06-29 10:47:18 - INFO - Epoch 186/400, Batch 2/2, Loss: 0.5311
2025-06-29 10:47:20 - INFO - Epoch 187/400, Batch 2/2, Loss: 0.4361
2025-06-29 10:47:21 - INFO - Epoch 188/400, Batch 2/2, Loss: 0.4948
2025-06-29 10:47:22 - INFO - Epoch 189/400, Batch 2/2, Loss: 0.5510
2025-06-29 10:47:23 - INFO - Epoch 190/400, Batch 2/2, Loss: 0.5138
2025-06-29 10:47:24 - INFO - Epoch 191/400, Batch 2/2, Loss: 0.5122
2025-06-29 10:47:26 - INFO - Epoch 192/400, Batch 2/2, Loss: 0.5171
2025-06-29 10:47:27 - INFO - Epoch 193/400, Batch 2/2, Loss: 0.4932
2025-06-29 10:47:28 - INFO - Epoch 194/400, Batch 2/2, Loss: 0.4759
2025-06-29 10:47:30 - INFO - Epoch 195/400, Batch 2/2, Loss: 0.4577
2025-06-29 10:47:31 - INFO - Epoch 196/400, Batch 2/2, Loss: 0.5175
2025-06-29 10:47:32 - INFO - Epoch 197/400, Batch 2/2, Loss: 0.5008
2025-06-29 10:47:33 - INFO - Epoch 198/400, Batch 2/2, Loss: 0.4394
2025-06-29 10:47:34 - INFO - Epoch 199/400, Batch 2/2, Loss: 0.4977
2025-06-29 10:47:36 - INFO - Epoch 200/400, Batch 2/2, Loss: 0.5234
2025-06-29 10:47:36 - INFO - Saved checkpoint at epoch 200 at ./result/VNet_Multi_V2/LA_8/Pth/model_epoch_200_checkpoint.pth
2025-06-29 10:47:37 - INFO - Epoch 201/400, Batch 2/2, Loss: 0.4877
2025-06-29 10:47:38 - INFO - Epoch 202/400, Batch 2/2, Loss: 0.4282
2025-06-29 10:47:39 - INFO - Epoch 203/400, Batch 2/2, Loss: 0.5260
2025-06-29 10:47:41 - INFO - Epoch 204/400, Batch 2/2, Loss: 0.3906
2025-06-29 10:47:42 - INFO - Epoch 205/400, Batch 2/2, Loss: 0.5141
2025-06-29 10:47:43 - INFO - Epoch 206/400, Batch 2/2, Loss: 0.5679
2025-06-29 10:47:44 - INFO - Epoch 207/400, Batch 2/2, Loss: 0.5077
2025-06-29 10:47:46 - INFO - Epoch 208/400, Batch 2/2, Loss: 0.4653
2025-06-29 10:47:47 - INFO - Epoch 209/400, Batch 2/2, Loss: 0.5046
2025-06-29 10:47:48 - INFO - Epoch 210/400, Batch 2/2, Loss: 0.5024
2025-06-29 10:47:49 - INFO - Epoch 211/400, Batch 2/2, Loss: 0.4443
2025-06-29 10:47:50 - INFO - Epoch 212/400, Batch 2/2, Loss: 0.4289
2025-06-29 10:47:52 - INFO - Epoch 213/400, Batch 2/2, Loss: 0.4648
2025-06-29 10:47:53 - INFO - Epoch 214/400, Batch 2/2, Loss: 0.4563
2025-06-29 10:47:54 - INFO - Epoch 215/400, Batch 2/2, Loss: 0.3553
2025-06-29 10:47:55 - INFO - Epoch 216/400, Batch 2/2, Loss: 0.4809
2025-06-29 10:47:57 - INFO - Epoch 217/400, Batch 2/2, Loss: 0.4944
2025-06-29 10:47:58 - INFO - Epoch 218/400, Batch 2/2, Loss: 0.4422
2025-06-29 10:47:59 - INFO - Epoch 219/400, Batch 2/2, Loss: 0.4975
2025-06-29 10:48:00 - INFO - Epoch 220/400, Batch 2/2, Loss: 0.4079
2025-06-29 10:48:01 - INFO - Saved checkpoint at epoch 220 at ./result/VNet_Multi_V2/LA_8/Pth/model_epoch_220_checkpoint.pth
2025-06-29 10:48:02 - INFO - Epoch 221/400, Batch 2/2, Loss: 0.4881
2025-06-29 10:48:03 - INFO - Epoch 222/400, Batch 2/2, Loss: 0.4301
2025-06-29 10:48:04 - INFO - Epoch 223/400, Batch 2/2, Loss: 0.4876
2025-06-29 10:48:06 - INFO - Epoch 224/400, Batch 2/2, Loss: 0.4264
2025-06-29 10:48:07 - INFO - Epoch 225/400, Batch 2/2, Loss: 0.4333
2025-06-29 10:48:08 - INFO - Epoch 226/400, Batch 2/2, Loss: 0.4081
2025-06-29 10:48:09 - INFO - Epoch 227/400, Batch 2/2, Loss: 0.4515
2025-06-29 10:48:11 - INFO - Epoch 228/400, Batch 2/2, Loss: 0.3961
2025-06-29 10:48:12 - INFO - Epoch 229/400, Batch 2/2, Loss: 0.4659
2025-06-29 10:48:13 - INFO - Epoch 230/400, Batch 2/2, Loss: 0.3859
2025-06-29 10:48:14 - INFO - Epoch 231/400, Batch 2/2, Loss: 0.4121
2025-06-29 10:48:16 - INFO - Epoch 232/400, Batch 2/2, Loss: 0.3993
2025-06-29 10:48:17 - INFO - Epoch 233/400, Batch 2/2, Loss: 0.3401
2025-06-29 10:48:18 - INFO - Epoch 234/400, Batch 2/2, Loss: 0.4861
2025-06-29 10:48:19 - INFO - Epoch 235/400, Batch 2/2, Loss: 0.3975
2025-06-29 10:48:20 - INFO - Epoch 236/400, Batch 2/2, Loss: 0.3253
2025-06-29 10:48:22 - INFO - Epoch 237/400, Batch 2/2, Loss: 0.3711
2025-06-29 10:48:23 - INFO - Epoch 238/400, Batch 2/2, Loss: 0.3716
2025-06-29 10:48:24 - INFO - Epoch 239/400, Batch 2/2, Loss: 0.3979
2025-06-29 10:48:25 - INFO - Epoch 240/400, Batch 2/2, Loss: 0.3652
2025-06-29 10:48:25 - INFO - Saved checkpoint at epoch 240 at ./result/VNet_Multi_V2/LA_8/Pth/model_epoch_240_checkpoint.pth
2025-06-29 10:48:27 - INFO - Epoch 241/400, Batch 2/2, Loss: 0.3352
2025-06-29 10:48:28 - INFO - Epoch 242/400, Batch 2/2, Loss: 0.3984
2025-06-29 10:48:29 - INFO - Epoch 243/400, Batch 2/2, Loss: 0.4543
2025-06-29 10:48:30 - INFO - Epoch 244/400, Batch 2/2, Loss: 0.3762
2025-06-29 10:48:32 - INFO - Epoch 245/400, Batch 2/2, Loss: 0.4442
2025-06-29 10:48:33 - INFO - Epoch 246/400, Batch 2/2, Loss: 0.4380
2025-06-29 10:48:34 - INFO - Epoch 247/400, Batch 2/2, Loss: 0.3876
2025-06-29 10:48:36 - INFO - Epoch 248/400, Batch 2/2, Loss: 0.3807
2025-06-29 10:48:37 - INFO - Epoch 249/400, Batch 2/2, Loss: 0.3741
2025-06-29 10:48:38 - INFO - Epoch 250/400, Batch 2/2, Loss: 0.2981
2025-06-29 10:48:39 - INFO - Epoch 251/400, Batch 2/2, Loss: 0.4650
2025-06-29 10:48:41 - INFO - Epoch 252/400, Batch 2/2, Loss: 0.3720
2025-06-29 10:48:42 - INFO - Epoch 253/400, Batch 2/2, Loss: 0.3767
2025-06-29 10:48:43 - INFO - Epoch 254/400, Batch 2/2, Loss: 0.3688
2025-06-29 10:48:44 - INFO - Epoch 255/400, Batch 2/2, Loss: 0.3953
2025-06-29 10:48:46 - INFO - Epoch 256/400, Batch 2/2, Loss: 0.5161
2025-06-29 10:48:47 - INFO - Epoch 257/400, Batch 2/2, Loss: 0.3325
2025-06-29 10:48:48 - INFO - Epoch 258/400, Batch 2/2, Loss: 0.4153
2025-06-29 10:48:49 - INFO - Epoch 259/400, Batch 2/2, Loss: 0.4001
2025-06-29 10:48:50 - INFO - Epoch 260/400, Batch 2/2, Loss: 0.4348
2025-06-29 10:48:50 - INFO - Saved checkpoint at epoch 260 at ./result/VNet_Multi_V2/LA_8/Pth/model_epoch_260_checkpoint.pth
2025-06-29 10:48:52 - INFO - Epoch 261/400, Batch 2/2, Loss: 0.3543
